,POS_Tweet
21605,theres injuries game football trash lol
21606,theres exs thats still kinda cute bitches got fat
21607,theres flirt bitches inbox skrr
21608,theres enough day hours cheat shes sucking dick right drained look mouth pussy
21609,theres bad bitches
21610,theres someone riding lawn mower ghetto headlights added
21611,theres girl avi get many bitches
21612,theres dude stand school stays freshman girls girls schools cause none fw
21613,hoes goin
21614,insane trash done bumped head insane insane
21615,bad bitches really aint bad see pic
21616,birds messy
21617,bitches aint shit forgot mention
21618,bitches aint trusted
21619,bitches aint playin jealous woman better research
21620,bitches always trippin
21621,bitches taking forevs doe
21622,bitches judging experience life dollar club highly favor amp pretty damn well
21623,bitches killin day
21624,bitches boringgggg
21625,bitches average baddie girls
21626,bitches crazzzyyyyyy
21627,bitches dead sucking fucking niggaz condomthen wan rock whitw dress next day bout dem clean
21628,bitches dont want boyfriend want pimp
21629,bitches fake min talking hoe next min bestfriends hoe
21630,bitches finna fuck birthday week
21631,bitches funny mike epps
21632,bitches got ta realize nigga doesnt several occasions
21633,bitches irri irri irriirri irri
21634,bitches irritating
21635,bitches crazy
21636,bitches wild
21637,bitches loud reason
21638,bitches love niggas copy
21639,bitches love soda
21640,bitches love sodaa
21641,bitches man love
21642,bitches need get bed make cheeseburgers
21643,bitches really backpage hoeing watch yo bitch
21644,bitches really love soda
21645,bitches really marry rich ass niggas
21646,bitches smell fish
21647,bitches broke instead go get quick go ask somethin
21648,bitches redundant
21649,bitches talking shit whisper
21650,bitches think know snap bitch snap
21651,bitches want next best thing
21652,bitches washed aint soap involved
21653,brownies bomb
21654,brownies
21655,bum ass bitches block drawin
21656,celebrity niggas passing kardashian hoes monthly
21657,cheetos taste likka steak right nah boy bitches going
21658,chicks use got get want amp ass hoes
21659,chubby hoes always diet
21660,customers fucking crazy bitch said smite dumbass locked account
21661,days bitches letting anyone hit raw
21662,fat hoes think slick posting neck pics shit
21663,girls eyebrows make look hoes walking
21664,girls going school kind og aquatic colored weaves headfuck going
21665,groupie bitches wild enough suck babies dick
21666,hoe everybody niggahs everybody hoe gone hoe regardless cont
21667,hoe ass niccas talkn shyt nicca make nicca wan go snatch bitch outta nicca
21668,hoe niggas havnt seen half
21669,hoes fool
21670,hoes smash yo niggas proud
21671,hoes aint got nothing ya
21672,hoes aint loyal
21673,hoes aint loyal
21674,hoes aint loyal
21675,hoes aint loyal man thats realest shirt seen tonight chick flip phone robbed
21676,hoes aint loyal got married months breaking big sean
21677,hoes aint loyal niggas aint
21678,hoes aint loyal
21679,hoes aint loyal
21680,hoes aint loyallll
21681,hoes aint shit aint tripping ion conversation gone let fuck
21682,hoes aint yo turn u hear
21683,hoes aint loyal
21684,hoes aint
21685,hoes always gone ever give attention time
21686,hoes hilarious days
21687,hoes actin niccas actin tough
21688,hoes boof smh
21689,hoes busting nuts get
21690,hoes flawgen swear bruh nigga dont want yall
21691,hoes lying nigga got news monogamous niggas yo bitch fucking anonymous niggas
21692,hoes thirsty attention
21693,hoes trying much much
21694,hoes cant fuck wit
21695,hoes crazy yo
21696,hoes dont get feelings bit
21697,hoes dont nigga love money niggas dont nigga want somen
21698,hoes everybody hoes lol go bitch bet u get easy
21699,hoes get thick n fat confused way often
21700,hoes gettin replaced soon start fuck wit cheques
21701,hoes getting outta hand
21702,hoes getting smart got ta watch
21703,hoes going trying look
21704,hoes got bodies cemetery
21705,hoes got ta pay company
21706,hoes mane let
21707,hoes lost hahaha much wan bet dont get job lmao
21708,hoes kno bout
21709,hoes need yall
21710,hoes need stop hittin blunts hit gym unhealthy mfs
21711,hoes needa stop tryna split relationships get theyre damn man
21712,hoes goin bitches thats hoes
21713,hoes beefing bout important hoes queefing blowing vaginal wind back amp forth amp
21714,hoes carrying infections yaw niggas better rap w dat
21715,hoes pickin choosin thats niggas stickin movin
21716,hoes really make laugh lol
21717,hoes say much think im much
21718,hoes soo
21719,hoes swear faithful
21720,hoes homie hopping idgf
21721,hoes loving cre
21722,hoes want bad
21723,hoes really fighting rallys tho th
21724,hoes exposed
21725,hoes worried wrong things life
21726,infected ass hoes think okay talk boyfriend thats funny cute pussy hop place
21727,kids man real life kids even n bucking bitch sit yo stupid ass
21728,bitches thirsty hit single
21729,lame bitches dont fighting chance
21730,lil hoes sitting da way fuckin loud damn hoe sittin less feet shut hell
21731,lil niggas cant hang big shit poppin bitch big first name
21732,little girls telling huf socks bitch go home amp homework
21733,new bottoms something else put nair pussy gram ok
21734,niccas sangin dey partnas award
21735,niccas want war give got
21736,niggas aint shit hoes tricks
21737,niggas actin bitches
21738,niggas cars nerve put rims speakers bitch
21739,niggas designing bitches got zippers hoes
21740,niggas groupies act worse hoes
21741,niggas pillow talkin thats hoe shit
21742,niggas pure pussy see faces
21743,rather love hoes get money smh fuck wrong niggas
21744,niggas retarded
21745,niggas run mouth bitches
21746,nigs haters man made easy luv
21747,nigs saying miss old vice
21748,parents nd giving kids ghetto ass names serious tipped scale fa
21749,peanut butter brownies give life
21750,people fags
21751,people jury selection retarded
21752,ratchet hoes something else school smells fucking zoo
21753,rednecks wont shitput wall say
21754,shoes going bitch break tomorrow
21755,side bitches wait til know u wit ya lady text u hey boo bitch gtfoh
21756,side bitches winning son
21757,smoking commercials blowing bitch yo fault child premature shouldnt smoking pregnant
21758,sons bitches came chruch threatened kill
21759,women aint shit hoes w tricks baby boy different
21760,women aint shit hoes w tricks babygirl different
21761,mostly restaurants fat ho contacts phone hoe
21762,looking going tge sidelines bitch
21763,bitches penetrate introduced bitch
21764,call chief weak bitch
21765,come come coupe machine
21766,come make others see red green envy arent always black white youre yellow luckily
21767,didnt lose city fans bandwagon fans fan
21768,pussy good
21769,fail realize want bitches switch quiccer change channel
21770,get attitudes bitches think niggas need bra panties
21771,got taking trash
21772,got trashy ass hoes
21773,got redskins faking injuries
21774,got ta keep name tho better change hillbilly ass name
21775,steak category bitch busto
21776,hardly get sexso opportunity sick presents giving pussyand boy generous
21777,hating know bad something right got bitches mad
21778,clumsy bird lol life
21779,hoes aint loyal rotate
21780,love place bring car toi dont know spanish men love sometimes look guala
21781,make sure reality shows lined hoesthey wont leave high dry
21782,russian birds russian birds known invading
21783,really expand bitch money
21784,rude wish bitches stop calling trying get dicked nigga
21785,say wouldnt make bitches calling cellular
21786,say life make bitch tryna make straight
21787,say numbers dont lie bitch im
21788,say mans trash next mans treasure finds pain next find pleasure
21789,say state bird rarei literally see least day
21790,free da real niccas n give snitches da time
21791,never gave cracker transmitter flip sees
21792,slut kill steal course itll yo cash murder bitch send body back yo ass
21793,bitch ass niggas
21794,thought wouldnt make pussy nigga made
21795,told fuc wit bitches never trust em told niggas never trust em
21796,took bro know civil wait minute get ghetto
21797,trying hoe gurley manziel signed helmets got suspend gurley rest season
21798,trynna hoe throw
21799,updated new splash doesnt look fucking retarded
21800,use call mom younger racial slurs
21801,taking picture saw bird fly like oh bird
21802,wouldnt let use old picture cause hair flawless woman front desk said wouldnt retake hatin hoes
21803,calling wind going make lot girls clams really sandy
21804,bitch tried front earlier
21805,bitches gtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt
21806,thing made feel old today
21807,think okay take property break bitch
21808,thinking getting nips pierced
21809,thinking boom boom boom waaay ho video makes laugh least day
21810,thinking trying get pussy
21811,thinking bout gettin put ears cuz getting money bitch
21812,thinking bout oysters gator bait tho
21813,thinking care dont give fuck bout think wop
21814,thinking youre maddiston lol youre fucking wee bitch man youve got problem come mine al snap ur spine
